Zipcode, Latest_File, Last_Updated
02155,results_MA/02155_CI1_120719_16_33_05.csv,12/07/19 16:33
02670,results_MA/02670_CI2_120719_16_33_06.csv,12/07/19 16:33
02478,results_MA/02478_CI2_120719_16_33_07.csv,12/07/19 16:33
02482,results_MA/02482_CI2_120719_16_33_07.csv,12/07/19 16:33
01840,results_MA/01840_CI1_120719_16_33_08.csv,12/07/19 16:33
01605,results_MA/01605_CI1_120719_16_33_08.csv,12/07/19 16:33
01108,results_MA/01108_CI4_120719_16_33_09.csv,12/07/19 16:33
02324,results_MA/02324_CI1_120719_16_33_09.csv,12/07/19 16:33
02420,results_MA/02420_CI2_120719_16_33_09.csv,12/07/19 16:33
01259,results_MA/01259_CI1_120719_16_33_10.csv,12/07/19 16:33
01128,results_MA/01128_CI4_120719_16_33_10.csv,12/07/19 16:33
01944,results_MA/01944_CI1_120719_16_33_11.csv,12/07/19 16:33
01531,results_MA/01531_CI1_120719_16_33_12.csv,12/07/19 16:33
01590,results_MA/01590_CI1_120719_16_33_12.csv,12/07/19 16:33
02538,results_MA/02538_CI2_120719_16_33_13.csv,12/07/19 16:33
01201,results_MA/01201_CI4_120719_16_33_13.csv,12/07/19 16:33
01930,results_MA/01930_CI1_120719_16_33_14.csv,12/07/19 16:33
01011,results_MA/01011_CI4_120719_16_33_39.csv,12/07/19 16:33
01844,results_MA/01844_CI1_120719_16_33_39.csv,12/07/19 16:33
02375,results_MA/02375_CI1_120719_16_33_40.csv,12/07/19 16:33
02350,results_MA/02350_CI1_120719_16_33_40.csv,12/07/19 16:33
02540,results_MA/02540_CI2_120719_16_33_41.csv,12/07/19 16:33
01002,results_MA/01002_CI4_120719_16_33_41.csv,12/07/19 16:33
01741,results_MA/01741_CI2_120719_16_33_43.csv,12/07/19 16:33
02637,results_MA/02637_CI2_120719_16_33_44.csv,12/07/19 16:33
01921,results_MA/01921_CI1_120719_16_33_46.csv,12/07/19 16:33
02556,results_MA/02556_CI2_120719_16_33_46.csv,12/07/19 16:33
01029,results_MA/01029_CI4_120719_16_33_47.csv,12/07/19 16:33
01258,results_MA/01258_CI1_120719_16_33_47.csv,12/07/19 16:33
01013,results_MA/01013_CI4_120719_16_33_49.csv,12/07/19 16:33
01339,results_MA/01339_CI1_120719_16_33_50.csv,12/07/19 16:33
01109,results_MA/01109_CI4_120719_16_33_50.csv,12/07/19 16:33
02150,results_MA/02150_CI2_120719_16_33_50.csv,12/07/19 16:33
02065,results_MA/02065_CI2_120719_16_33_51.csv,12/07/19 16:33
01529,results_MA/01529_CI1_120719_16_33_51.csv,12/07/19 16:33
01950,results_MA/01950_CI1_120719_16_33_52.csv,12/07/19 16:33
01242,results_MA/01242_CI4_120719_16_33_53.csv,12/07/19 16:33
02663,results_MA/02663_CI2_120719_16_33_53.csv,12/07/19 16:33
01603,results_MA/01603_CI1_120719_16_33_54.csv,12/07/19 16:33
01243,results_MA/01243_CI4_120719_16_33_54.csv,12/07/19 16:33
02026,results_MA/02026_CI2_120719_16_33_55.csv,12/07/19 16:33
02370,results_MA/02370_CI1_120719_16_33_56.csv,12/07/19 16:33
02660,results_MA/02660_CI2_120719_16_33_56.csv,12/07/19 16:33
01144,results_MA/01144_CI4_120719_16_33_57.csv,12/07/19 16:33
01570,results_MA/01570_CI1_120719_16_33_58.csv,12/07/19 16:33
02739,results_MA/02739_CI2_120719_16_33_58.csv,12/07/19 16:33
01071,results_MA/01071_CI4_120719_16_33_59.csv,12/07/19 16:33
01606,results_MA/01606_CI1_120719_16_33_59.csv,12/07/19 16:33
01077,results_MA/01077_CI4_120719_16_34_00.csv,12/07/19 16:34
02163,results_MA/02163_CI2_120719_16_34_01.csv,12/07/19 16:34
02494,results_MA/02494_CI2_120719_16_34_01.csv,12/07/19 16:34
01561,results_MA/01561_CI1_120719_16_34_02.csv,12/07/19 16:34
01057,results_MA/01057_CI1_120719_16_34_04.csv,12/07/19 16:34
01841,results_MA/01841_CI1_120719_16_34_04.csv,12/07/19 16:34
01543,results_MA/01543_CI1_120719_16_34_05.csv,12/07/19 16:34
01501,results_MA/01501_CI1_120719_16_34_05.csv,12/07/19 16:34
01526,results_MA/01526_CI1_120719_16_34_06.csv,12/07/19 16:34
02459,results_MA/02459_CI2_120719_16_34_07.csv,12/07/19 16:34
01103,results_MA/01103_CI4_120719_16_34_07.csv,12/07/19 16:34
02191,results_MA/02191_CI1_120719_16_34_08.csv,12/07/19 16:34
02111,results_MA/02111_CI2_120719_16_34_08.csv,12/07/19 16:34
02554,results_MA/02554_CI3_120719_16_34_09.csv,12/07/19 16:34
01238,results_MA/01238_CI4_120719_16_34_09.csv,12/07/19 16:34
01810,results_MA/01810_CI1_120719_16_34_10.csv,12/07/19 16:34
01060,results_MA/01060_CI1_120719_16_34_10.csv,12/07/19 16:34
01542,results_MA/01542_CI1_120719_16_34_11.csv,12/07/19 16:34
02717,results_MA/02717_CI2_120719_16_34_11.csv,12/07/19 16:34
01826,results_MA/01826_CI1_120719_16_34_12.csv,12/07/19 16:34
02447,results_MA/02447_CI2_120719_16_34_12.csv,12/07/19 16:34
01379,results_MA/01379_CI1_120719_16_34_13.csv,12/07/19 16:34
02110,results_MA/02110_CI2_120719_16_34_14.csv,12/07/19 16:34
01266,results_MA/01266_CI1_120719_16_34_14.csv,12/07/19 16:34
01510,results_MA/01510_CI1_120719_16_34_15.csv,12/07/19 16:34
01378,results_MA/01378_CI1_120719_16_34_15.csv,12/07/19 16:34
02537,results_MA/02537_CI2_120719_16_34_15.csv,12/07/19 16:34
01035,results_MA/01035_CI4_120719_16_34_16.csv,12/07/19 16:34
01982,results_MA/01982_CI1_120719_16_34_17.csv,12/07/19 16:34
02081,results_MA/02081_CI2_120719_16_34_18.csv,12/07/19 16:34
02119,results_MA/02119_CI2_120719_16_34_18.csv,12/07/19 16:34
02054,results_MA/02054_CI2_120719_16_34_26.csv,12/07/19 16:34
01340,results_MA/01340_CI4_120719_16_34_27.csv,12/07/19 16:34
02649,results_MA/02649_CI2_120719_16_34_27.csv,12/07/19 16:34
01245,results_MA/01245_CI1_120719_16_34_28.csv,12/07/19 16:34
01581,results_MA/01581_CI1_120719_16_34_29.csv,12/07/19 16:34
01083,results_MA/01083_CI1_120719_16_34_29.csv,12/07/19 16:34
01037,results_MA/01037_CI1_120719_16_34_30.csv,12/07/19 16:34
01850,results_MA/01850_CI1_120719_16_34_30.csv,12/07/19 16:34
01095,results_MA/01095_CI1_120719_16_34_31.csv,12/07/19 16:34
01885,results_MA/01885_CI1_120719_16_34_31.csv,12/07/19 16:34
01054,results_MA/01054_CI4_120719_16_34_32.csv,12/07/19 16:34
02035,results_MA/02035_CI1_120719_16_34_32.csv,12/07/19 16:34
01039,results_MA/01039_CI1_120719_16_34_33.csv,12/07/19 16:34
