date_downloaded,TDU_service_territory,supplier_name,plan_id,incumbent_flag,plan_order_rank,contract_term_1,contract_term_2,early_termination_fee,enrollment_fee,percent_renewable,rate_type,variable_rate_1,variable_rate_2,fixed_charge,additional_incentives,enroll_online,new_customer_only,estimated_monthly_cost,estimated_savings
2020-03-31,Eversource,Town Square Energy,118416,False,22,12,,0.00,0.00,0.29,Fixed,0.0827,,0.00,,False,False,62.03,8.58
2020-03-31,Eversource,"Clearview Electric, Inc.",111626,False,23,12,,50.00,0.00,1.00,Fixed,0.0829,,0.00,,True,False,62.18,8.43
2020-03-31,Eversource,"Starion Energy, Inc.",114116,False,24,12,,0.00,0.00,0.29,Fixed,0.0829,,0.00,,False,True,62.18,8.43
2020-03-31,Eversource,Direct Energy,117611,False,25,18,,0.00,0.00,0.29,Fixed,0.0839,,0.00,,True,True,62.93,7.68
2020-03-31,Eversource,Town Square Energy,114731,False,26,24,,50.00,0.00,0.29,Fixed,0.0847,,0.00,,False,False,63.53,7.08
2020-03-31,Eversource,North American Power,118026,False,27,10,,50.00,0.00,0.29,Fixed,0.0859,,0.00,,False,False,64.43,6.17
2020-03-31,Eversource,"Starion Energy, Inc.",114121,False,28,12,,0.00,0.00,1.00,Fixed,0.0859,,0.00,Contact supplier regarding the renewable energy content of this offer.,False,True,64.43,6.17
2020-03-31,Eversource,"Public Power, LLC",117926,False,29,24,,50.00,0.00,0.29,Fixed,0.0871,,0.00,,False,False,65.33,5.28
2020-03-31,Eversource,"Public Power, LLC",117931,False,30,36,,50.00,0.00,0.29,Fixed,0.0872,,0.00,,False,False,65.40,5.20
2020-03-31,Eversource,Direct Energy,117606,False,31,12,,0.00,0.00,0.29,Fixed,0.0879,,0.00,,True,True,65.93,4.67
2020-03-31,Eversource,Direct Energy,117631,False,32,36,,0.00,0.00,0.29,Fixed,0.0879,,0.00,,True,True,65.93,4.67
2020-03-31,Eversource,North American Power,118011,False,33,12,,50.00,0.00,0.29,Fixed,0.0879,,0.00,,False,False,65.93,4.67
2020-03-31,Eversource,"Public Power, LLC",117921,False,34,12,,50.00,0.00,0.29,Fixed,0.0880,,0.00,,False,False,66.00,4.61
2020-03-31,Eversource,"Constellation NewEnergy, Inc.",117086,False,35,36,,50.00,0.00,0.29,Fixed,0.0899,,0.00,,False,False,67.43,3.17
2020-03-31,Eversource,"Discount Power, Inc.",119156,False,36,18,,50.00,0.00,1.00,Fixed,0.0899,,0.00,Includes monthly online shopping/dining rewards program.,True,True,67.43,3.17
2020-03-31,Eversource,"Verde Energy USA, Inc.",117196,False,37,12,,0.00,0.00,1.00,Fixed,0.0899,,0.00,Rebate offer.,True,True,67.43,3.17
2020-03-31,Eversource,"XOOM Energy Connecticut, LLC",117756,False,38,18,,50.00,0.00,0.29,Fixed,0.0899,,0.00,,False,False,67.43,3.17
2020-03-31,Eversource,Ambit Energy,114296,False,39,6,,0.00,0.00,0.29,Fixed,0.0900,,0.00,,False,False,67.50,3.11
2020-03-31,Eversource,Energy Rewards,118006,False,40,24,,50.00,0.00,1.00,Fixed,0.0919,,0.00,,False,False,68.93,1.67
2020-03-31,Eversource,Sunwave Gas &amp; Power,118551,False,41,5,,50.00,0.00,0.29,Fixed,0.0927,,0.00,,False,False,69.50,1.11
2020-03-31,Eversource,Direct Energy,117636,False,42,24,,0.00,0.00,1.00,Fixed,0.0929,,0.00,,True,True,69.68,0.92
2020-03-31,Eversource,Energy Rewards,118001,False,43,12,,0.00,0.00,1.00,Fixed,0.0929,,0.00,,False,False,69.68,0.92
2020-03-31,Eversource,"XOOM Energy Connecticut, LLC",117741,False,44,12,,50.00,0.00,0.29,Fixed,0.0929,,0.00,,False,False,69.68,0.92
2020-03-31,Eversource,"Connecticut Gas &amp; Electric, Inc.",117781,False,45,6,,50.00,0.00,0.29,Fixed,0.0939,,0.00,,False,False,70.43,0.17
2020-03-31,Eversource,"XOOM Energy Connecticut, LLC",117746,False,46,12,,50.00,0.00,0.50,Fixed,0.0939,,0.00,,False,False,70.43,0.17
2020-03-31,Eversource,"Starion Energy, Inc.",118476,False,47,8,,0.00,0.00,1.00,Fixed,0.0949,,0.00,Contact supplier regarding the renewable energy content of this offer.,False,True,71.18,-0.58
2020-03-31,Eversource,"Viridian Energy, LLC",118041,False,48,24,,50.00,0.00,0.50,Fixed,0.0971,,0.00,,False,False,72.83,-2.22
2020-03-31,Eversource,"Connecticut Gas &amp; Electric, Inc.",117836,False,49,18,,50.00,0.00,0.29,Fixed,0.0979,,0.00,,False,False,73.43,-2.83
2020-03-31,Eversource,"Major Energy Electric Services, LLC",118091,False,50,24,,0.00,0.00,0.29,Fixed,0.0979,,0.00,,True,True,73.43,-2.83
2020-03-31,Eversource,"XOOM Energy Connecticut, LLC",117751,False,51,12,,50.00,0.00,0.29,Fixed,0.0979,,0.00,Supplier will make a charitable donation based on customer usage. Contact XOOM for details.,False,False,73.43,-2.83
2020-03-31,Eversource,Think Energy,113551,False,52,24,,45.00,0.00,1.00,Fixed,0.0980,,0.00,,False,True,73.50,-2.89
2020-03-31,Eversource,"Viridian Energy, LLC",118036,False,53,12,,50.00,0.00,0.50,Fixed,0.0980,,0.00,,False,False,73.50,-2.89
2020-03-31,Eversource,"Major Energy Electric Services, LLC",118081,False,54,12,,0.00,0.00,0.29,Fixed,0.0989,,0.00,,True,True,74.18,-3.58
2020-03-31,Eversource,"Major Energy Electric Services, LLC",118111,False,55,24,,0.00,0.00,1.00,Fixed,0.0989,,0.00,,True,True,74.18,-3.58
2020-03-31,Eversource,"Constellation NewEnergy, Inc.",117081,False,56,12,,50.00,0.00,0.29,Fixed,0.0999,,0.00,,False,False,74.93,-4.33
2020-03-31,Eversource,"Major Energy Electric Services, LLC",118101,False,57,12,,0.00,0.00,1.00,Fixed,0.0999,,0.00,,True,True,74.93,-4.33
2020-03-31,Eversource,"Clearview Electric, Inc.",82356,False,58,12,,50.00,0.00,1.00,Fixed,0.1019,,0.00,"Electric vehicle charger rebate and free weekend EV charging, not to exceed 250 kWhrs per month. Contact supplier for details.",False,False,76.43,-5.83
2020-03-31,Eversource,Think Energy,113546,False,59,18,,45.00,0.00,1.00,Fixed,0.1020,,0.00,,False,True,76.50,-5.89
2020-03-31,Eversource,"Liberty Power Holdings, LLC",119076,False,60,24,,50.00,0.00,1.00,Fixed,0.1046,,0.00,$30 rebate after 6 months.,False,False,78.48,-7.87
2020-03-31,Eversource,Think Energy,113521,False,61,12,,45.00,0.00,1.00,Fixed,0.1070,,0.00,,False,True,80.25,-9.64
2020-03-31,Eversource,"Connecticut Gas &amp; Electric, Inc.",117791,False,62,24,,50.00,0.00,1.00,Fixed,0.1089,,0.00,,False,False,81.68,-11.08
2020-03-31,Eversource,"Connecticut Gas &amp; Electric, Inc.",117801,False,63,36,,50.00,0.00,1.00,Fixed,0.1089,,0.00,,False,False,81.68,-11.08
2020-03-31,Eversource,"Constellation NewEnergy, Inc.",117681,False,64,12,,50.00,0.00,1.00,Fixed,0.1089,,0.00,,False,False,81.68,-11.08
2020-03-31,Eversource,Ambit Energy,114286,False,65,12,,0.00,0.00,0.29,Fixed,0.1100,,0.00,,False,False,82.50,-11.89
2020-03-31,Eversource,"Connecticut Gas &amp; Electric, Inc.",117786,False,66,12,,50.00,0.00,1.00,Fixed,0.1109,,0.00,,False,False,83.18,-12.58
2020-03-31,Eversource,Think Energy,113516,False,67,6,,45.00,0.00,1.00,Fixed,0.1120,,0.00,,False,True,84.00,-13.39
2020-03-31,Eversource,Town Square Energy,97691,False,68,12,,0.00,0.00,1.00,Fixed,0.1187,,0.00,,False,False,89.03,-18.42
2020-03-31,Eversource,"Connecticut Gas &amp; Electric, Inc.",117806,False,69,48,,50.00,0.00,1.00,Fixed,0.1199,,0.00,,False,False,89.93,-19.33
2020-03-31,Eversource,"Choice Energy, LLC",115186,False,70,24,,50.00,0.00,0.29,Fixed,0.1279,,0.00,"Effective 1/1/2020.   Offered until 12/31/2020, but may expire earlier at supplier's discretion.",False,True,95.93,-25.33
2020-03-31,Eversource,Ambit Energy,114291,False,71,12,,0.00,0.00,1.00,Fixed,0.1300,,0.00,,False,False,97.50,-26.89
