date_downloaded,TDU_service_territory,supplier_name,plan_id,incumbent_flag,plan_order_rank,contract_term_1,contract_term_2,early_termination_fee,enrollment_fee,percent_renewable,rate_type,variable_rate_1,variable_rate_2,fixed_charge,additional_incentives,enroll_online,new_customer_only,estimated_monthly_cost,estimated_savings
05/22/2020 22:28:28,Eversource,Town Square Energy,114731,False,41,24,,50.00,0.00,0.29,Fixed,0.0847,,0.00,,False,False,63.53,7.08
05/22/2020 22:28:28,Eversource,North American Power,119231,False,42,12,,50.00,0.00,0.29,Fixed,0.0849,,0.00,,False,False,63.68,6.93
05/22/2020 22:28:28,Eversource,"Public Power, LLC",120961,False,43,24,,50.00,0.00,0.29,Fixed,0.0849,,0.00,,False,False,63.68,6.93
05/22/2020 22:28:28,Eversource,"Public Power, LLC",120966,False,44,36,,50.00,0.00,0.29,Fixed,0.0849,,0.00,,False,False,63.68,6.93
05/22/2020 22:28:28,Eversource,Think Energy,121771,False,45,6,,45.00,0.00,1.00,Fixed,0.0860,,0.00,,False,True,64.50,6.11
05/22/2020 22:28:28,Eversource,Direct Energy,121176,False,46,24,,0.00,0.00,1.00,Fixed,0.0879,,0.00,,True,True,65.93,4.67
05/22/2020 22:28:28,Eversource,"XOOM Energy Connecticut, LLC",120731,False,47,18,,50.00,0.00,0.29,Fixed,0.0879,,0.00,,False,False,65.93,4.67
05/22/2020 22:28:28,Eversource,Think Energy,121781,False,48,18,,45.00,0.00,1.00,Fixed,0.0880,,0.00,,False,True,66.00,4.61
05/22/2020 22:28:28,Eversource,Energy Rewards,120931,False,49,12,,0.00,0.00,1.00,Fixed,0.0889,,0.00,,False,False,66.68,3.92
05/22/2020 22:28:28,Eversource,"Viridian Energy, LLC",121056,False,50,12,,50.00,0.00,0.50,Fixed,0.0889,,0.00,,False,False,66.68,3.92
05/22/2020 22:28:28,Eversource,Think Energy,121776,False,51,12,,45.00,0.00,1.00,Fixed,0.0890,,0.00,,False,True,66.75,3.86
05/22/2020 22:28:28,Eversource,Energy Rewards,120936,False,52,24,,50.00,0.00,1.00,Fixed,0.0899,,0.00,,False,False,67.43,3.17
05/22/2020 22:28:28,Eversource,"Starion Energy, Inc.",119911,False,53,6,,0.00,0.00,1.00,Fixed,0.0899,,0.00,Contact supplier regarding the renewable energy content of this offer.,False,True,67.43,3.17
05/22/2020 22:28:28,Eversource,"Viridian Energy, LLC",121061,False,54,24,,50.00,0.00,0.50,Fixed,0.0899,,0.00,,False,False,67.43,3.17
05/22/2020 22:28:28,Eversource,"XOOM Energy Connecticut, LLC",120716,False,55,12,,50.00,0.00,0.29,Fixed,0.0899,,0.00,,False,True,67.43,3.17
05/22/2020 22:28:28,Eversource,"Connecticut Gas &amp; Electric, Inc.",120826,False,56,18,,50.00,0.00,0.29,Fixed,0.0909,,0.00,,False,False,68.18,2.42
05/22/2020 22:28:28,Eversource,"XOOM Energy Connecticut, LLC",120721,False,57,12,,50.00,0.00,0.50,Fixed,0.0909,,0.00,,False,False,68.18,2.42
05/22/2020 22:28:28,Eversource,Think Energy,121791,False,58,24,,45.00,0.00,1.00,Fixed,0.0930,,0.00,,False,True,69.75,0.86
05/22/2020 22:28:28,Eversource,"Constellation NewEnergy, Inc.",121126,False,59,12,,50.00,0.00,0.29,Fixed,0.0949,,0.00,,False,False,71.18,-0.58
05/22/2020 22:28:28,Eversource,"Constellation NewEnergy, Inc.",121131,False,60,36,,50.00,0.00,0.29,Fixed,0.0949,,0.00,,False,False,71.18,-0.58
05/22/2020 22:28:28,Eversource,"XOOM Energy Connecticut, LLC",120726,False,61,12,,50.00,0.00,0.29,Fixed,0.0949,,0.00,Supplier will make a charitable donation based on customer usage. Contact XOOM for details.,False,False,71.18,-0.58
05/22/2020 22:28:28,Eversource,North American Power,121216,False,62,12,,50.00,0.00,1.00,Fixed,0.0954,,0.00,,False,False,71.55,-0.94
05/22/2020 22:28:28,Eversource,"Connecticut Gas &amp; Electric, Inc.",120876,False,63,12,,50.00,0.00,1.00,Fixed,0.0969,,0.00,,False,False,72.68,-2.08
05/22/2020 22:28:28,Eversource,"Constellation NewEnergy, Inc.",121136,False,64,12,,50.00,0.00,1.00,Fixed,0.0999,,0.00,,False,False,74.93,-4.33
05/22/2020 22:28:28,Eversource,"Starion Energy, Inc.",119916,False,65,12,,0.00,0.00,1.00,Fixed,0.0999,,0.00,Contact supplier regarding the renewable energy content of this offer.,False,True,74.93,-4.33
05/22/2020 22:28:28,Eversource,"Clearview Electric, Inc.",82356,False,66,12,,50.00,0.00,1.00,Fixed,0.1019,,0.00,"Electric vehicle charger rebate and free weekend EV charging, not to exceed 250 kWhrs per month. Contact supplier for details.",False,False,76.43,-5.83
05/22/2020 22:28:28,Eversource,"Liberty Power Holdings, LLC",122026,False,67,24,,50.00,0.00,1.00,Fixed,0.1028,,0.00,$30 Gift Card Offer upon completion of plan’s 6th billing cycle.,False,False,77.10,-6.49
05/22/2020 22:28:28,Eversource,"Connecticut Gas &amp; Electric, Inc.",120816,False,68,24,,50.00,0.00,1.00,Fixed,0.1029,,0.00,,False,False,77.18,-6.58
05/22/2020 22:28:28,Eversource,"Connecticut Gas &amp; Electric, Inc.",120821,False,69,36,,50.00,0.00,1.00,Fixed,0.1029,,0.00,,False,False,77.18,-6.58
05/22/2020 22:28:28,Eversource,Ambit Energy,121726,False,70,12,,0.00,0.00,0.29,Fixed,0.1059,,0.00,,False,False,79.43,-8.83
05/22/2020 22:28:28,Eversource,"Connecticut Gas &amp; Electric, Inc.",120831,False,71,48,,50.00,0.00,1.00,Fixed,0.1079,,0.00,,False,False,80.93,-10.33
05/22/2020 22:28:28,Eversource,Town Square Energy,97691,False,72,12,,0.00,0.00,1.00,Fixed,0.1187,,0.00,,False,False,89.03,-18.42
05/22/2020 22:28:28,Eversource,Ambit Energy,121731,False,73,12,,0.00,0.00,1.00,Fixed,0.1259,,0.00,,False,False,94.43,-23.83
05/22/2020 22:28:28,Eversource,"Choice Energy, LLC",115186,False,74,24,,50.00,0.00,0.29,Fixed,0.1279,,0.00,"Effective 1/1/2020.   Offered until 12/31/2020, but may expire earlier at supplier's discretion.",False,True,95.93,-25.33
